"article.id","segment_n","just.dist","idseg","stat_sig","percent_diff","season","matrix_type","edge_orient","edge_age_years","SD_SE_CI_V","SD_SE_CI_V_n","full_diff","PAR_var","PAR_var_n","percentPAR_diff","RH_var","RH_var_n","percentrh_diff","SM_var","SM_var_n","percentsm_diff","ST_var","ST_var_n","percentst_diff","VPD_var","VPD_var_n","percentVPD_diff","WS_var","WS_var_n","percentws_diff"
"31",NA,90,"31 NA",NA,1,"warm",NA,NA,NA,"SD",1.4,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",NA,105,"31 NA",NA,0,"warm",NA,NA,NA,"SD",1.39,0.0800000000000018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",NA,120,"31 NA",NA,2,"warm",NA,NA,NA,"SD",1.39,0.359999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",NA,135,"31 NA",NA,0,"warm",NA,NA,NA,"SD",1.39,0.0899999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",NA,150,"31 NA",NA,0,"warm",NA,NA,NA,"SD",1.39,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",NA,-10,"32 NA",NA,4,"summer","conifer.clearcut",NA,15,"SE",0.42,0.609999999999998,NA,NA,NA,"SE",3.41,-11,"SE",0.37,-12,"SE",0.46,32,"SE",0.08,56,"SE",0.07,673
"32",NA,0,"32 NA",NA,6,"summer","conifer.clearcut",NA,15,"SE",0.4,0.950000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",0.04,273
"32",NA,10,"32 NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",2.88,-4,"SE",0.48,10,"SE",0.43,23,"SE",0.07,44,NA,NA,NA
"32",NA,250,"32 NA",NA,0,"summer","conifer.clearcut",NA,15,"SE",0.4,0,NA,NA,NA,"SE",2.63,0,"SE",0.25,0,"SE",0.23,0,"SE",0.06,0,"SE",0.01,0
"34",NA,-5,"34 NA",NA,7,"dry",NA,NA,20,"SE",1.27,2.57,NA,NA,NA,"SE",1.26,-12,NA,NA,NA,NA,NA,NA,"SE",0,NA,NA,NA,NA
"34",NA,0,"34 NA",NA,4,"dry",NA,NA,20,"SE",1.08,1.45,NA,NA,NA,"SE",1.22,-8,NA,NA,NA,NA,NA,NA,"SE",0.27,NA,NA,NA,NA
"34",NA,30,"34 NA",NA,0,"dry",NA,NA,20,"SE",0.79,0,NA,NA,NA,"SE",0.64,0,NA,NA,NA,NA,NA,NA,"SE",0.29,NA,NA,NA,NA
"37",NA,-10,"37 NA",NA,84,NA,"pasture",NA,90,NA,NA,4.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,525,"SE",0.12,522
"37",NA,-5,"37 NA",NA,77,NA,"pasture",NA,90,NA,NA,4.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,560,"SE",0,378
"37",NA,0,"37 NA",NA,51,NA,"pasture",NA,90,NA,NA,2.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,360,"SE",0.2,444
"37",NA,5,"37 NA",NA,35,NA,"pasture",NA,90,NA,NA,1.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8,NA,NA,281,"SE",0,50
"37",NA,10,"37 NA",NA,21,NA,"pasture",NA,90,NA,NA,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,227,"SE",0.08,139
"37",NA,20,"37 NA",NA,10,NA,"pasture",NA,90,NA,NA,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,187,"SE",0,39
"37",NA,40,"37 NA",NA,-2,NA,"pasture",NA,90,NA,NA,-0.0899999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,-6,"SE",0,0
"37",NA,80,"37 NA",NA,0,NA,"pasture",NA,90,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,"SE",0,0
"38","a",-3,"38 a",NA,21,"spring",NA,NA,NA,"SE",1.47,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",2.83,72,NA,NA,NA,NA,NA,NA
"38","a",-1,"38 a",NA,25,"spring",NA,NA,NA,"SE",1.66,3.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",3.75,78,NA,NA,NA,NA,NA,NA
"38","a",1,"38 a",NA,17,"spring",NA,NA,NA,"SE",1.35,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",1.37,18,NA,NA,NA,NA,NA,NA
"38","a",3,"38 a",NA,7,"spring",NA,NA,NA,"SE",1.09,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",1,5,NA,NA,NA,NA,NA,NA
"38","a",6,"38 a",NA,6,"spring",NA,NA,NA,"SE",0.91,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",0.74,2,NA,NA,NA,NA,NA,NA
"38","a",10,"38 a",NA,6,"spring",NA,NA,NA,"SE",0.88,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",0.74,2,NA,NA,NA,NA,NA,NA
"38","a",20,"38 a",NA,3,"spring",NA,NA,NA,"SE",0.81,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",0.82,1,NA,NA,NA,NA,NA,NA
"38","a",40,"38 a",NA,3,"spring",NA,NA,NA,"SE",0.84,0.369999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",0.46,0,NA,NA,NA,NA,NA,NA
"38","a",60,"38 a",NA,4,"spring",NA,NA,NA,"SE",1.07,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",0.73,0,NA,NA,NA,NA,NA,NA
"38","a",100,"38 a",NA,0,"spring",NA,NA,NA,"SE",1.07,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",0.73,0,NA,NA,NA,NA,NA,NA
"38","b",-3,"38 b",NA,12,"spring",NA,NA,NA,"SE",1.53,1.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",5.03,85,NA,NA,NA,NA,NA,NA
"38","b",-1,"38 b",NA,15,"spring",NA,NA,NA,"SE",1.59,2.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",4.02,78,NA,NA,NA,NA,NA,NA
"38","b",1,"38 b",NA,16,"spring",NA,NA,NA,"SE",1.48,2.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",2.37,23,NA,NA,NA,NA,NA,NA
"38","b",3,"38 b",NA,4,"spring",NA,NA,NA,"SE",1.41,0.720000000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",3.29,19,NA,NA,NA,NA,NA,NA
"38","b",6,"38 b",NA,5,"spring",NA,NA,NA,"SE",1.34,0.810000000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",2.02,1,NA,NA,NA,NA,NA,NA
"38","b",10,"38 b",NA,4,"spring",NA,NA,NA,"SE",1.04,0.630000000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",1.28,5,NA,NA,NA,NA,NA,NA
"38","b",20,"38 b",NA,5,"spring",NA,NA,NA,"SE",1.15,0.810000000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",2.74,4,NA,NA,NA,NA,NA,NA
"38","b",40,"38 b",NA,7,"spring",NA,NA,NA,"SE",1.47,1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",1.19,10,NA,NA,NA,NA,NA,NA
"38","b",60,"38 b",NA,3,"spring",NA,NA,NA,"SE",1.22,0.560000000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",1.74,-6,NA,NA,NA,NA,NA,NA
"38","b",100,"38 b",NA,0,"spring",NA,NA,NA,"SE",1.88,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",2.19,0,NA,NA,NA,NA,NA,NA
"40",NA,0,"40 NA","Y",4,"dry",NA,NA,NA,NA,NA,1.02,NA,NA,NA,NA,NA,-8,NA,NA,-15,NA,NA,4,NA,NA,NA,NA,NA,NA
"40",NA,40,"40 NA","Y",0,"dry",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA
"41","a",0,"41 a",NA,3,NA,"savanna",NA,NA,"SD",0.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","a",120,"41 a",NA,0,NA,"savanna",NA,NA,"SD",0.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","b",0,"41 b","Y",13,NA,"savanna",NA,NA,"SD",2.4,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","b",120,"41 b",NA,0,NA,"savanna",NA,NA,"SD",1.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","c",0,"41 c","Y",-5,NA,"highway",NA,NA,"SD",0.8,-1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","c",120,"41 c",NA,0,NA,"highway",NA,NA,"SD",1.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","d",0,"41 d","Y",8,NA,"pasture",NA,NA,"SD",2.1,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","d",120,"41 d",NA,0,NA,"pasture",NA,NA,"SD",0.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","e",0,"41 e","Y",6,NA,"pasture",NA,NA,"SD",1.1,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","e",120,"41 e",NA,0,NA,"pasture",NA,NA,"SD",0.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","f",0,"41 f",NA,0,NA,"savanna",NA,NA,"SD",0.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","f",120,"41 f",NA,0,NA,"savanna",NA,NA,"SD",0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","g",0,"41 g",NA,2,NA,"highway",NA,NA,"SD",2.2,0.799999999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","g",120,"41 g",NA,0,NA,"highway",NA,NA,"SD",0.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","h",0,"41 h","Y",-6,NA,"ag.field",NA,NA,"SD",0.7,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","h",120,"41 h",NA,0,NA,"ag.field",NA,NA,"SD",0.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","i",0,"41 i",NA,1,NA,"ag.field",NA,NA,"SD",0.7,0.300000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","i",120,"41 i",NA,0,NA,"ag.field",NA,NA,"SD",0.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","j",0,"41 j",NA,5,NA,"eucalyptus.farm",NA,NA,"SD",2.4,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","j",120,"41 j",NA,0,NA,"eucalyptus.farm",NA,NA,"SD",1.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","k",0,"41 k",NA,-4,NA,"eucalyptus.farm",NA,NA,"SD",1.8,-1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","k",120,"41 k",NA,0,NA,"eucalyptus.farm",NA,NA,"SD",1.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","1",0,"43 1",NA,2,NA,"ag.field","E",0,"SE",0.95,0.549999999999997,NA,NA,NA,"SE",4.06,-1,NA,NA,-19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","1",2,"43 1",NA,1,NA,"ag.field","E",0,"SE",0.72,0.289999999999999,NA,NA,NA,"SE",6.8,2,NA,NA,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","1",5,"43 1",NA,1,NA,"ag.field","E",0,"SE",0.64,0.189999999999998,NA,NA,NA,"SE",4.72,1,NA,NA,-11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","1",10,"43 1",NA,1,NA,"ag.field","E",0,"SE",0.54,0.119999999999997,NA,NA,NA,"SE",5.59,1,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","1",15,"43 1",NA,1,NA,"ag.field","E",0,"SE",0.65,0.139999999999997,NA,NA,NA,"SE",3.51,5,NA,NA,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","1",25,"43 1",NA,1,NA,"ag.field","E",0,"SE",0.62,0.169999999999998,NA,NA,NA,"SE",4.83,4,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","1",40,"43 1",NA,1,NA,"ag.field","E",0,"SE",0.62,0.119999999999997,NA,NA,NA,"SE",6.58,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","1",60,"43 1",NA,0,NA,"ag.field","E",0,"SE",0.51,-0.0800000000000018,NA,NA,NA,"SE",6.91,-4,NA,NA,-11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","1",80,"43 1",NA,0,NA,"ag.field","E",0,"SE",0.56,0.0199999999999996,NA,NA,NA,"SE",8.88,1,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","1",100,"43 1",NA,0,NA,"ag.field","E",0,"SE",0.59,-0.110000000000003,NA,NA,NA,"SE",5.48,1,NA,NA,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","1",175,"43 1",NA,0,NA,"ag.field","E",0,"SE",0.43,0,NA,NA,NA,"SE",6.69,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2",0,"43 2",NA,-2,NA,"ag.field","S",0,"SE",0.31,-0.34,NA,NA,NA,"SE",5.27,-17,NA,NA,-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2",2,"43 2",NA,-2,NA,"ag.field","S",0,"SE",0.36,-0.390000000000001,NA,NA,NA,"SE",2.96,-16,NA,NA,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2",5,"43 2",NA,-2,NA,"ag.field","S",0,"SE",0,-0.390000000000001,NA,NA,NA,"SE",1.64,-19,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2",10,"43 2",NA,-2,NA,"ag.field","S",0,"SE",0,-0.390000000000001,NA,NA,NA,NA,NA,-16,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2",15,"43 2",NA,-1,NA,"ag.field","S",0,"SE",0,-0.329999999999998,NA,NA,NA,NA,NA,-14,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2",25,"43 2",NA,-1,NA,"ag.field","S",0,"SE",0.33,-0.279999999999998,NA,NA,NA,"SE",3.29,-14,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2",40,"43 2",NA,0,NA,"ag.field","S",0,"SE",0.61,-0.0999999999999979,NA,NA,NA,NA,NA,-13,NA,NA,-11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2",60,"43 2",NA,-1,NA,"ag.field","S",0,"SE",0.41,-0.18,NA,NA,NA,"SE",3.18,-12,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2",80,"43 2",NA,0,NA,"ag.field","S",0,"SE",0.49,-0.0500000000000007,NA,NA,NA,NA,NA,-11,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2",100,"43 2",NA,-1,NA,"ag.field","S",0,"SE",0.39,-0.129999999999999,NA,NA,NA,"SE",1.31,-11,NA,NA,-27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2",175,"43 2",NA,0,NA,"ag.field","S",0,"SE",0,0,NA,NA,NA,"SE",4.93,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","3",0,"43 3",NA,4,NA,"ag.field","W",0,"SE",0.57,0.84,NA,NA,NA,"SE",4.93,-22,NA,NA,-50,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","3",2,"43 3",NA,3,NA,"ag.field","W",0,"SE",0.62,0.709999999999997,NA,NA,NA,"SE",8.34,-21,NA,NA,-50,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","3",5,"43 3",NA,3,NA,"ag.field","W",0,"SE",0.41,0.629999999999999,NA,NA,NA,"SE",6.47,-20,NA,NA,-42,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","3",10,"43 3",NA,3,NA,"ag.field","W",0,"SE",0.28,0.559999999999999,NA,NA,NA,"SE",5.82,-20,NA,NA,-36,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","3",15,"43 3",NA,2,NA,"ag.field","W",0,"SE",0.29,0.41,NA,NA,NA,"SE",5.27,-18,NA,NA,-38,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","3",25,"43 3",NA,2,NA,"ag.field","W",0,"SE",0.36,0.329999999999998,NA,NA,NA,"SE",3.95,-15,NA,NA,-39,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","3",40,"43 3",NA,1,NA,"ag.field","W",0,"SE",0.36,0.23,NA,NA,NA,"SE",2.52,-12,NA,NA,-29,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","3",60,"43 3",NA,1,NA,"ag.field","W",0,"SE",0,0.149999999999999,NA,NA,NA,"SE",3.4,-8,NA,NA,-12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","3",80,"43 3",NA,2,NA,"ag.field","W",0,"SE",0,0.329999999999998,NA,NA,NA,"SE",1.86,-8,NA,NA,-19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","3",100,"43 3",NA,1,NA,"ag.field","W",0,"SE",0.25,0.149999999999999,NA,NA,NA,"SE",4.17,-6,NA,NA,-29,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","3",175,"43 3",NA,0,NA,"ag.field","W",0,"SE",0.31,0,NA,NA,NA,"SE",3.84,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","4",0,"43 4",NA,0,NA,"ag.field","E",0,"SE",0.7,0.120000000000001,NA,NA,NA,NA,NA,-3,NA,NA,-30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","4",2,"43 4",NA,1,NA,"ag.field","E",0,"SE",0,0.349999999999998,NA,NA,NA,NA,NA,1,NA,NA,-24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","4",5,"43 4",NA,1,NA,"ag.field","E",0,"SE",0,0.300000000000001,NA,NA,NA,"SE",2.42,2,NA,NA,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","4",10,"43 4",NA,1,NA,"ag.field","E",0,"SE",0,0.129999999999999,NA,NA,NA,"SE",1.61,-1,NA,NA,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","4",15,"43 4",NA,0,NA,"ag.field","E",0,"SE",0,0.0999999999999979,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","4",25,"43 4",NA,0,NA,"ag.field","E",0,"SE",0,0.0199999999999996,NA,NA,NA,"SE",1.81,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","4",40,"43 4",NA,-1,NA,"ag.field","E",0,"SE",0,-0.34,NA,NA,NA,"SE",1.91,6,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","4",60,"43 4",NA,-2,NA,"ag.field","E",0,"SE",0,-0.530000000000001,NA,NA,NA,NA,NA,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","4",80,"43 4",NA,0,NA,"ag.field","E",0,"SE",0.34,-0.0800000000000018,NA,NA,NA,NA,NA,6,NA,NA,-12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","4",100,"43 4",NA,-1,NA,"ag.field","E",0,"SE",0,-0.280000000000001,NA,NA,NA,"SE",0,11,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","4",175,"43 4",NA,0,NA,"ag.field","E",0,"SE",0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","5",0,"43 5",NA,0,NA,"ag.field","N",0,"SE",0.87,0,NA,NA,NA,NA,NA,-13,NA,NA,-40,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","5",2,"43 5",NA,-2,NA,"ag.field","N",0,"SE",0.37,-0.41,NA,NA,NA,NA,NA,-5,NA,NA,-38,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","5",5,"43 5",NA,-3,NA,"ag.field","N",0,"SE",0.37,-0.740000000000002,NA,NA,NA,NA,NA,-6,NA,NA,-34,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","5",10,"43 5",NA,-4,NA,"ag.field","N",0,"SE",0,-0.850000000000001,NA,NA,NA,NA,NA,-4,NA,NA,-29,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","5",15,"43 5",NA,-3,NA,"ag.field","N",0,"SE",0.56,-0.600000000000001,NA,NA,NA,NA,NA,-7,NA,NA,-25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","5",25,"43 5",NA,-3,NA,"ag.field","N",0,"SE",0.44,-0.77,NA,NA,NA,NA,NA,4,NA,NA,-16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","5",40,"43 5",NA,-3,NA,"ag.field","N",0,"SE",0.47,-0.710000000000001,NA,NA,NA,NA,NA,3,NA,NA,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","5",60,"43 5",NA,-3,NA,"ag.field","N",0,"SE",0.78,-0.710000000000001,NA,NA,NA,NA,NA,7,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","5",80,"43 5",NA,-3,NA,"ag.field","N",0,"SE",0.85,-0.700000000000003,NA,NA,NA,NA,NA,7,NA,NA,-15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","5",100,"43 5",NA,-2,NA,"ag.field","N",0,"SE",0.84,-0.59,NA,NA,NA,NA,NA,9,NA,NA,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","5",175,"43 5",NA,0,NA,"ag.field","N",0,"SE",0.42,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","6",0,"43 6",NA,2,NA,"ag.field","W",0,"SE",0.25,0.449999999999999,NA,NA,NA,NA,NA,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","6",2,"43 6",NA,1,NA,"ag.field","W",0,"SE",0.54,0.18,NA,NA,NA,NA,NA,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","6",5,"43 6",NA,0,NA,"ag.field","W",0,"SE",0.68,-0.0700000000000003,NA,NA,NA,NA,NA,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","6",10,"43 6",NA,0,NA,"ag.field","W",0,"SE",0.76,-0.0999999999999979,NA,NA,NA,NA,NA,0,NA,NA,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","6",15,"43 6",NA,-1,NA,"ag.field","W",0,"SE",0.68,-0.120000000000001,NA,NA,NA,NA,NA,0,NA,NA,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","6",25,"43 6",NA,0,NA,"ag.field","W",0,"SE",0.67,0.100000000000001,NA,NA,NA,NA,NA,0,NA,NA,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","6",40,"43 6",NA,0,NA,"ag.field","W",0,"SE",1.09,0.100000000000001,NA,NA,NA,NA,NA,1,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","6",60,"43 6",NA,2,NA,"ag.field","W",0,"SE",0.81,0.359999999999999,NA,NA,NA,NA,NA,3,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","6",80,"43 6",NA,1,NA,"ag.field","W",0,"SE",0.9,0.25,NA,NA,NA,NA,NA,2,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","6",100,"43 6",NA,0,NA,"ag.field","W",0,"SE",0.7,0.0800000000000018,NA,NA,NA,NA,NA,2,NA,NA,-28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","6",175,"43 6",NA,0,NA,"ag.field","W",0,"SE",1.01,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","a",0,"43 a",NA,3,NA,"ag.field","N",0,"SE",0.35,0.740000000000002,NA,NA,NA,"SE",0,-3,NA,NA,-24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","a",2,"43 a",NA,3,NA,"ag.field","N",0,"SE",0,0.760000000000002,NA,NA,NA,"SE",0,-2,NA,NA,-27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","a",5,"43 a",NA,4,NA,"ag.field","N",0,"SE",0,0.920000000000002,NA,NA,NA,"SE",0,-2,NA,NA,-25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","a",10,"43 a",NA,3,NA,"ag.field","N",0,"SE",0.43,0.77,NA,NA,NA,"SE",0,0,NA,NA,-26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","a",15,"43 a",NA,2,NA,"ag.field","N",0,"SE",0.67,0.609999999999999,NA,NA,NA,"SE",0,-2,NA,NA,-11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","a",25,"43 a",NA,2,NA,"ag.field","N",0,"SE",0.44,0.460000000000001,NA,NA,NA,"SE",0,-1,NA,NA,-13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","a",40,"43 a",NA,2,NA,"ag.field","N",0,"SE",0.31,0.460000000000001,NA,NA,NA,"SE",1.76,0,NA,NA,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","a",60,"43 a",NA,2,NA,"ag.field","N",0,"SE",0,0.41,NA,NA,NA,"SE",1.54,2,NA,NA,-19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","a",80,"43 a",NA,2,NA,"ag.field","N",0,"SE",0,0.41,NA,NA,NA,"SE",1.76,3,NA,NA,-16,NA,NA,NA,NA,NA,NA,NA,NA,NA
